,Status,Life expectancy,Adult Mortality,BMI,HIV/AIDS,Diphtheria,Polio,GDP,Income composition of resources,Schooling
2918,Developing,46.4,64.0,17.6,18.2,83.0,85.0,429.1583434,0.443,10.2
596,Developing,62.2,241.0,22.1,0.2,83.0,85.0,829.7586885,0.479,10.6
1078,Developing,58.1,29.0,21.2,2.0,63.0,63.0,459.2912,0.385,8.4
2726,Developing,51.0,53.0,13.9,9.4,59.0,57.0,237.9995917,0.418,11.5
1208,Developing,67.9,189.0,22.1,0.3,78.0,85.0,2254.44566,0.645,11.7
384,Developed,74.5,137.0,65.7,0.1,91.0,91.0,6993.47736,0.792,15.0
2928,Developing,50.0,587.0,29.0,18.1,73.0,69.0,65.824121,0.419,9.9
659,Developing,78.7,96.0,59.9,0.1,99.0,99.0,676.15344,0.773,14.7
2326,Developed,79.0,74.0,29.2,0.1,94.0,94.0,2216.83279,0.818,12.6
2227,Developing,64.3,222.0,23.4,1.6,97.0,97.0,81.86157,0.514,10.0
2720,Developing,57.5,378.0,15.9,8.1,79.0,78.0,647.17732,0.464,10.8
1584,Developing,43.5,599.0,14.4,25.1,9.0,86.0,146.7615397,0.387,10.1
2480,Developing,69.8,196.0,53.3,1.2,85.0,85.0,6858.163158,0.691,11.9
985,Developing,73.9,128.0,5.5,0.1,92.0,9.0,3174.9491,0.735,13.1
88,Developing,74.8,129.0,58.0,0.1,91.0,92.0,7193.61764,0.788,16.3
507,Developing,80.0,77.0,6.6,0.1,91.0,91.0,31979.87195,0.881,15.8
1516,Developing,71.9,138.0,56.0,0.1,98.0,98.0,8171.361651,0.748,15.7
1017,Developing,63.0,275.0,24.2,2.2,93.0,92.0,1224.41554,0.53,9.8
382,Developing,74.7,19.0,27.0,0.1,97.0,99.0,16468.12886,0.819,13.4
1342,Developing,72.3,127.0,56.3,0.1,97.0,97.0,1889.213962,0.717,13.2
459,Developing,71.4,14.0,23.7,0.8,93.0,94.0,1976.45856,0.574,11.1
1012,Developing,61.9,254.0,27.3,0.9,9.0,91.0,1814.492297,0.57,11.5
1343,Developing,72.1,129.0,55.5,0.1,95.0,95.0,1812.288374,0.712,13.0
1573,Developing,55.3,42.0,18.4,8.3,96.0,95.0,374.51882,0.454,10.7
577,Developing,74.6,144.0,57.2,0.1,9.0,9.0,7913.383432,0.72,13.6
2746,Developing,77.1,75.0,64.2,0.1,99.0,99.0,3911.74689,0.836,13.3
481,Developing,56.7,366.0,28.4,3.7,87.0,86.0,1441.1417,0.507,10.4
1904,Developing,48.5,47.0,18.8,5.4,33.0,43.0,648.815852,0.445,8.5
2287,Developing,72.3,182.0,32.4,0.1,99.0,99.0,976.9566,0.739,13.2
1298,Developing,76.2,125.0,54.2,0.5,91.0,91.0,4965.989857,0.729,12.8
860,Developing,59.4,34.0,13.9,1.6,96.0,96.0,276.75896,0.0,5.4
1009,Developed,78.0,95.0,55.1,0.1,9.0,94.0,23718.7467,0.855,16.2
2432,Developed,81.3,7.0,62.3,0.1,97.0,97.0,35578.73619,0.854,16.1
63,Developing,45.3,48.0,15.4,2.0,28.0,3.0,555.2969419,0.382,4.6
665,Developing,78.1,14.0,55.4,0.1,93.0,99.0,5184.494227,0.754,16.0
37,Developing,74.7,119.0,53.9,0.1,95.0,95.0,4463.394675,0.714,13.6
1311,Developing,73.0,167.0,43.5,2.3,99.0,99.0,3596.496282,0.69,11.7
2352,Developed,78.9,96.0,55.8,0.1,97.0,97.0,2751.8127,0.869,16.9
1687,Developing,76.1,124.0,6.8,0.1,97.0,97.0,9834.472689,0.745,12.6
625,Developing,79.6,95.0,6.5,0.1,92.0,92.0,1146.36273,0.775,14.2
2622,Developing,57.4,323.0,21.4,3.8,83.0,83.0,487.9238913,0.449,11.0
1957,Developing,62.8,19.0,16.4,0.1,62.0,65.0,533.8624114,0.445,5.3
1454,Developed,78.0,29.0,56.3,0.1,98.0,98.0,5134.95694,0.761,15.2
257,Developing,70.0,177.0,5.1,0.2,95.0,95.0,4852.223666,0.705,12.8
1595,Developing,73.6,134.0,31.6,0.1,95.0,95.0,6222.982955,0.732,12.7
2815,Developing,76.3,118.0,61.2,0.1,95.0,95.0,11938.212,0.777,15.6
235,Developing,68.2,247.0,56.2,0.1,99.0,99.0,2378.33927,0.703,14.1
2681,Developing,75.8,16.0,66.1,0.1,97.0,97.0,1979.52569,0.764,14.5
229,Developing,73.0,222.0,59.3,0.1,98.0,99.0,63.38877,0.78,15.5
1186,Developing,68.3,181.0,18.7,0.2,87.0,86.0,1613.18878,0.615,11.6
2370,Developing,67.6,2.0,43.0,0.1,99.0,99.0,948.6592511,0.47,8.4
763,Developing,58.6,318.0,3.2,3.9,71.0,71.0,94.7297489,0.396,4.0
1602,Developing,78.5,61.0,27.4,0.1,99.0,99.0,8395.785198,0.701,12.7
78,Developing,73.8,154.0,38.9,0.1,97.0,99.0,9358.154162,0.0,0.0
908,Developing,68.3,214.0,55.1,0.1,96.0,97.0,3658.63832,0.699,13.9
787,Developing,76.0,121.0,53.5,0.1,83.0,84.0,6432.216537,0.737,14.0
1529,Developed,71.1,224.0,59.3,0.1,96.0,96.0,14961.56818,0.82,16.5
2159,Developing,59.6,295.0,16.5,5.0,97.0,98.0,44.853339,0.424,10.1
1850,Developed,89.0,71.0,64.8,0.1,93.0,93.0,33691.34837,0.899,20.3
400,Developing,59.9,26.0,19.4,0.6,91.0,91.0,615.592225,0.399,7.7
398,Developed,71.6,16.0,57.5,0.1,94.0,94.0,1764.97387,0.713,12.9
655,Developed,74.9,126.0,55.2,0.1,94.0,94.0,5245.421419,0.749,12.3
1603,Developing,78.2,62.0,26.2,0.1,99.0,99.0,7716.2415,0.693,12.7
2246,Developing,72.9,15.0,57.7,0.1,95.0,95.0,8655.311531,0.745,12.1
1978,Developing,62.2,284.0,46.4,1.0,74.0,81.0,271.318741,0.501,9.9
410,Developing,53.3,313.0,14.2,2.3,82.0,94.0,46.998871,0.0,4.3
2239,Developing,73.4,97.0,63.1,0.1,98.0,98.0,1694.2931,0.787,13.0
2444,Developing,74.5,143.0,21.2,0.1,99.0,99.0,335.521375,0.752,13.7
1888,Developing,52.9,279.0,15.0,1.6,43.0,45.0,232.5661574,0.27,3.1
1399,Developing,74.0,86.0,68.4,0.1,98.0,98.0,38497.61696,0.79,13.5
449,Developing,73.0,117.0,3.5,0.2,95.0,95.0,3529.61843,0.643,13.5
131,Developed,88.0,7.0,56.1,0.1,92.0,92.0,48333.57273,0.884,15.7
2700,Developing,65.6,22.0,45.9,0.1,97.0,98.0,6675.262954,0.672,10.7
80,Developing,76.3,116.0,62.8,0.1,94.0,93.0,13467.1236,0.826,17.3
1721,Developing,66.3,25.0,46.9,0.1,96.0,96.0,265.353659,0.693,14.3
342,Developing,59.2,393.0,34.7,9.0,96.0,96.0,5185.729845,0.661,12.2
2524,Developed,82.7,54.0,56.2,0.1,96.0,96.0,83164.38795,0.932,15.7
1877,Developing,61.8,22.0,19.3,0.4,65.0,65.0,358.99731,0.351,5.4
367,Developing,75.0,183.0,43.7,0.1,98.0,99.0,3739.11936,0.677,14.1
2727,Developing,48.8,523.0,13.6,10.0,57.0,57.0,24.2423229,0.404,11.0
750,Developed,77.0,14.0,53.3,0.1,98.0,98.0,33228.69291,0.875,16.6
2658,Developing,69.6,188.0,38.4,0.6,92.0,89.0,1495.96337,0.751,12.3
2125,Developed,73.1,158.0,56.3,0.1,95.0,95.0,822.18329,0.795,15.4
799,Developing,73.6,157.0,45.1,0.3,88.0,88.0,2183.966796,0.675,12.5
2296,Developing,71.8,188.0,27.1,0.1,98.0,98.0,7578.85153,0.0,12.3
1984,Developing,68.0,299.0,41.9,1.5,72.0,67.0,854.346921,0.454,8.2
2214,Developing,75.0,175.0,66.5,0.1,85.0,83.0,1555.47451,0.645,12.0
1786,Developing,65.2,211.0,19.1,0.6,9.0,9.0,741.777116,0.504,8.5
2133,Developed,78.0,179.0,51.9,0.1,99.0,99.0,1839.72945,0.708,11.7
1238,Developing,77.0,144.0,56.5,0.1,79.0,8.0,5854.614497,0.649,10.4
1011,Developing,62.1,253.0,28.0,0.8,98.0,93.0,1432.227943,0.576,11.7
2263,Developing,57.9,251.0,17.9,0.6,52.0,49.0,481.287397,0.381,5.4
302,Developing,61.7,29.0,14.4,0.1,88.0,88.0,87.9387673,0.0,7.6
1537,Developed,71.6,2.0,56.9,0.1,94.0,92.0,3297.35471,0.745,14.0
485,Developing,55.3,37.0,26.0,5.5,84.0,83.0,1182.869227,0.48,9.7
104,Developing,73.5,132.0,49.7,0.1,88.0,9.0,3138.8873,0.707,11.7
2285,Developing,72.6,177.0,34.2,0.1,99.0,99.0,12189.9516,0.744,13.3
1107,Developing,66.0,217.0,45.9,0.3,98.0,97.0,43.82321,0.636,10.3
1365,Developing,62.1,263.0,2.1,3.0,94.0,94.0,1155.2582,0.536,11.1
1296,Developed,79.8,75.0,55.7,0.1,93.0,96.0,24.819,0.828,14.9
190,Developing,74.7,9.0,54.8,0.1,99.0,99.0,12868.211,0.794,13.3
1354,Developing,65.3,288.0,47.3,0.1,93.0,94.0,6771.414797,0.754,14.7
834,Developing,58.2,32.0,24.5,4.2,16.0,17.0,1347.31257,0.582,9.2
1242,Developing,65.9,227.0,53.8,0.1,57.0,74.0,3129.224922,0.636,10.2
2686,Developing,74.2,116.0,61.9,0.1,97.0,97.0,1672.5693,0.715,13.0
2202,Developing,73.6,131.0,73.8,0.1,67.0,62.0,4219.65123,0.7,12.9
2618,Developing,59.7,285.0,23.7,1.0,87.0,85.0,62.1318489,0.475,12.0
1184,Developed,80.0,72.0,54.8,0.1,92.0,92.0,28585.9254,0.854,17.1
20,Developing,76.6,88.0,55.1,0.1,99.0,99.0,4437.17868,0.738,13.3
572,Developing,73.1,13.0,22.6,0.1,86.0,87.0,1288.642924,0.61,9.9
2130,Developed,71.7,165.0,53.4,0.1,97.0,97.0,3552.92452,0.733,12.9
2582,Developing,71.4,192.0,2.2,0.7,96.0,97.0,296.54617,0.657,11.5
2131,Developed,71.1,174.0,52.9,0.1,97.0,97.0,2774.95586,0.722,12.5
1362,Developing,63.4,249.0,22.0,2.8,89.0,83.0,1349.97144,0.55,11.1
1638,Developed,87.0,59.0,68.0,0.1,96.0,96.0,22821.847,0.826,14.8
2570,Developing,74.6,152.0,32.4,0.1,99.0,99.0,5941.8471,0.737,13.6
1943,Developing,66.2,162.0,24.7,0.1,72.0,72.0,1316.98966,0.542,7.8
119,Developed,81.3,66.0,62.9,0.1,92.0,92.0,49664.6854,0.921,19.1
1037,Developing,79.2,81.0,59.9,0.1,95.0,95.0,21955.149,0.83,15.3
158,Developing,67.5,151.0,42.6,0.1,77.0,77.0,73.6838434,0.642,10.4
838,Developing,56.2,344.0,22.6,7.7,41.0,39.0,21451.88617,0.58,9.2
371,Developing,78.3,79.0,38.2,0.1,99.0,99.0,47651.2599,0.852,14.4
1788,Developing,64.5,217.0,17.6,0.6,86.0,84.0,41.451,0.484,8.1
338,Developing,64.2,286.0,36.8,2.8,95.0,96.0,77.625783,0.693,12.6
673,Developed,85.0,52.0,6.3,0.1,97.0,97.0,2375.1127,0.854,14.3
1215,Developing,66.7,189.0,16.7,0.1,7.0,8.0,899.5556857,0.608,10.6
2011,Developing,74.5,133.0,52.9,0.2,91.0,91.0,5771.565878,0.721,13.4
2823,Developing,75.4,124.0,56.3,0.1,95.0,93.0,488.768855,0.746,14.7
1366,Developing,61.2,278.0,19.5,3.4,96.0,97.0,987.4453967,0.53,11.1
1827,Developing,63.2,23.0,11.9,0.1,72.0,73.0,248.6183539,0.446,9.0
2566,Developing,64.3,193.0,32.1,0.3,85.0,84.0,189.3878519,0.543,9.8
745,Developed,78.4,93.0,55.9,0.1,87.0,87.0,58487.451,0.904,16.7
2041,Developed,77.1,12.0,6.4,0.1,99.0,95.0,1378.54911,0.838,15.4
264,Developing,69.6,181.0,45.0,0.6,96.0,97.0,4324.876427,0.7,12.8
2437,Developed,79.4,83.0,59.3,0.1,98.0,99.0,21495.7741,0.83,15.6
2646,Developing,71.9,155.0,67.0,0.1,84.0,85.0,1842.44421,0.679,13.5
152,Developing,73.0,14.0,45.9,0.1,79.0,81.0,3851.437869,0.708,11.6
2001,Developing,72.1,163.0,42.8,0.2,96.0,96.0,157.145691,0.646,12.3
2207,Developing,72.5,146.0,71.4,0.1,26.0,54.0,359.82223,0.688,12.9
938,Developing,89.0,89.0,58.6,0.1,98.0,99.0,416.58397,0.873,16.1
341,Developing,61.1,349.0,35.2,6.2,95.0,96.0,6346.15624,0.669,12.3
9,Developing,57.3,295.0,14.7,0.1,58.0,58.0,272.56377,0.405,8.1
801,Developing,72.8,163.0,43.6,0.3,87.0,83.0,1451.29776,0.668,12.4
633,Developing,78.9,93.0,52.4,0.1,89.0,89.0,612.623418,0.734,12.8
1470,Developing,73.5,15.0,59.7,0.1,74.0,74.0,5425.6697,0.0,14.8
2272,Developing,74.0,132.0,55.8,0.1,95.0,95.0,671.773913,0.749,13.5
670,Developing,77.7,19.0,51.3,0.1,99.0,98.0,2994.339988,0.692,12.5
1456,Developed,69.9,228.0,55.7,0.1,97.0,97.0,3572.8513,0.728,14.2
2134,Developed,77.0,175.0,51.4,0.1,99.0,99.0,1668.162731,0.703,11.5
1763,Developing,68.6,16.0,44.8,0.1,95.0,95.0,1332.382358,0.519,8.0
1829,Developed,81.9,57.0,62.1,0.1,95.0,95.0,44292.88473,0.923,18.1
1895,Developing,53.2,367.0,24.1,3.9,46.0,46.0,2996.96432,0.514,9.8
1374,Developing,52.4,437.0,15.5,14.5,73.0,75.0,436.6875357,0.45,8.2
34,Developing,75.3,112.0,57.2,0.1,95.0,95.0,5471.866766,0.737,14.4
2563,Developing,65.5,194.0,33.5,0.3,84.0,79.0,337.359236,0.572,10.6
1560,Developing,62.8,254.0,17.6,0.5,77.0,76.0,415.6893226,0.5,9.7
747,Developed,78.1,92.0,55.0,0.1,93.0,93.0,48799.8237,0.897,16.6
1309,Developing,73.3,165.0,45.4,2.3,98.0,97.0,3719.97351,0.689,11.1
1551,Developed,78.3,95.0,55.2,0.1,99.0,99.0,5293.64115,0.86,13.5
1562,Developing,61.9,261.0,16.7,0.6,84.0,83.0,377.8482928,0.483,9.1
2822,Developing,75.4,121.0,57.0,0.1,91.0,91.0,3622.52284,0.747,15.0
1993,Developing,73.8,148.0,48.6,0.2,86.0,8.0,4479.95858,0.679,12.3
777,Developing,73.3,161.0,51.5,1.4,82.0,86.0,511.37937,0.692,12.8
1496,Developing,59.2,277.0,24.0,2.1,81.0,84.0,33.667491,0.4,9.7
217,Developing,74.1,115.0,47.7,0.1,84.0,85.0,15646.5591,0.766,14.8
901,Developing,69.4,195.0,6.2,0.1,99.0,99.0,4546.73854,0.714,14.9
2452,Developing,69.1,197.0,16.1,0.1,97.0,97.0,174.6692,0.705,12.8
1015,Developing,69.0,267.0,25.5,1.9,94.0,94.0,1312.67557,0.547,10.5
2528,Developed,82.0,6.0,54.6,0.1,95.0,96.0,72119.5687,0.914,15.3
2143,Developing,67.3,282.0,56.1,0.3,98.0,98.0,911.25385,0.761,13.8
2153,Developing,65.2,233.0,2.1,0.5,98.0,98.0,688.8768557,0.485,10.8
1620,Developing,57.3,275.0,22.5,1.6,69.0,7.0,777.659139,0.421,8.0
2580,Developing,71.6,189.0,21.7,0.5,98.0,98.0,2659.83918,0.674,11.9
1323,Developed,82.4,68.0,24.9,0.1,98.0,95.0,35433.98896,0.873,14.9
2122,Developed,74.4,138.0,58.4,0.1,91.0,92.0,8558.39766,0.797,15.3
1297,Developed,79.4,77.0,55.0,0.1,87.0,97.0,251.2426,0.823,14.8
771,Developing,73.6,154.0,57.9,0.3,91.0,9.0,6268.692122,0.712,13.2
2551,Developing,72.7,135.0,44.6,0.1,82.0,83.0,1258.421953,0.589,10.1
1452,Developed,76.0,216.0,57.0,0.1,99.0,99.0,7558.7426,0.791,15.9
1307,Developing,74.0,15.0,47.2,1.5,95.0,99.0,4313.1682,0.709,12.5
1409,Developing,73.2,96.0,64.0,0.1,98.0,94.0,18389.38433,0.786,14.1
2398,Developing,58.0,428.0,47.2,11.0,72.0,72.0,7362.76139,0.63,12.8
2441,Developing,74.9,138.0,23.4,0.1,99.0,99.0,3844.89123,0.764,14.0
581,Developing,73.6,15.0,54.2,0.1,88.0,88.0,625.65544,0.695,12.8
1046,Developing,72.9,15.0,44.7,0.1,95.0,95.0,741.48438,0.741,15.8
1972,Developing,75.7,125.0,47.8,0.2,99.0,99.0,4126.14671,0.725,12.6
1799,Developing,65.8,232.0,33.3,3.7,84.0,84.0,5749.44752,0.619,11.5
1540,Developed,81.4,68.0,6.5,0.1,99.0,99.0,113751.85,0.892,13.9
451,Developing,72.7,121.0,29.0,0.3,94.0,94.0,348.482762,0.636,13.2
1874,Developing,75.0,197.0,44.2,0.4,85.0,85.0,11.147277,0.577,10.7
1203,Developing,68.9,179.0,26.5,0.3,78.0,8.0,3491.595887,0.682,12.9
2933,Developing,44.3,723.0,27.1,33.6,65.0,67.0,454.366654,0.407,9.2
1240,Developing,74.0,148.0,55.2,0.1,78.0,78.0,3735.144836,0.643,10.3
1863,Developing,73.9,157.0,52.4,0.1,98.0,99.0,1847.19849,0.63,11.5
107,Developing,73.0,132.0,48.4,0.1,91.0,93.0,1191.96192,0.668,10.9
504,Developing,85.0,74.0,62.5,0.1,94.0,9.0,44544.5268,0.894,15.8
2080,Developing,76.6,83.0,65.0,0.1,96.0,95.0,6256.55926,0.835,13.7
502,Developing,81.0,72.0,63.6,0.1,91.0,89.0,4773.45436,0.898,15.9
2201,Developing,73.8,128.0,74.3,0.1,63.0,58.0,4178.973369,0.701,12.9
1104,Developing,52.5,32.0,17.9,3.6,53.0,56.0,39.486749,0.0,6.7
1570,Developing,58.3,365.0,19.6,4.8,88.0,88.0,362.6575444,0.473,10.8
2142,Developing,67.5,278.0,56.6,0.3,98.0,98.0,11635.2637,0.769,13.9
1150,Developing,71.9,166.0,41.2,1.4,92.0,92.0,1157.3427,0.566,10.3
846,Developing,53.8,334.0,19.5,3.6,37.0,46.0,3577.176197,0.554,8.4
220,Developing,73.7,121.0,45.4,0.4,89.0,9.0,1228.5447,0.753,14.2
13,Developing,56.2,3.0,13.0,0.1,36.0,36.0,187.84595,0.341,6.2
71,Developing,75.2,142.0,43.2,0.1,99.0,99.0,1473.31923,0.786,14.4
467,Developing,67.4,186.0,17.6,0.3,86.0,84.0,95.244132,0.54,10.7
1598,Developing,73.1,138.0,28.8,0.1,96.0,96.0,4463.675893,0.724,12.1
84,Developing,75.7,12.0,6.4,0.1,91.0,93.0,12726.9836,0.816,17.1
1320,Developed,83.0,64.0,26.4,0.1,97.0,99.0,4855.17564,0.881,15.0
1265,Developed,76.4,94.0,51.5,0.1,86.0,86.0,26241.91883,0.848,16.2
2504,Developing,48.4,536.0,25.9,46.4,84.0,87.0,1637.4567,0.516,9.4
1777,Developing,49.8,416.0,17.3,14.5,76.0,76.0,262.884551,0.311,6.2
2830,Developing,68.5,183.0,41.4,0.1,99.0,99.0,1564.966945,0.664,12.0
76,Developing,74.2,151.0,4.1,0.1,99.0,99.0,9739.82556,0.0,0.0
2367,Developing,68.1,192.0,45.5,0.1,92.0,98.0,1158.282672,0.494,9.3
1657,Developing,61.7,215.0,26.8,1.2,64.0,63.0,146.83851,0.476,7.1
188,Developing,75.0,85.0,55.2,0.1,97.0,97.0,14221.99259,0.798,13.7
1317,Developed,83.3,58.0,27.8,0.1,97.0,99.0,4863.47665,0.889,15.3
1387,Developing,65.0,212.0,72.8,0.1,86.0,86.0,1151.555618,0.576,12.1
1022,Developing,57.9,38.0,21.2,3.4,8.0,8.0,373.2815537,0.489,7.9
2640,Developing,72.6,145.0,71.5,0.1,86.0,88.0,3392.64743,0.698,14.5
892,Developing,56.0,343.0,13.8,3.7,44.0,56.0,161.6266248,0.325,5.8
1154,Developed,75.8,134.0,64.8,0.1,99.0,99.0,12365.6263,0.834,15.6
2058,Developed,83.0,81.0,59.5,0.1,98.0,98.0,2577.4264,0.824,16.3
418,Developing,58.6,33.0,17.6,1.0,96.0,96.0,282.7555252,0.398,10.5
760,Developing,62.0,289.0,31.3,3.3,89.0,89.0,1214.77118,0.427,5.0
2162,Developing,53.4,397.0,14.9,7.7,89.0,89.0,236.9114381,0.371,8.2
1901,Developing,55.0,388.0,2.4,5.2,42.0,54.0,1136.829645,0.477,9.1
784,Developing,71.2,188.0,44.1,2.5,72.0,71.0,2862.154836,0.656,12.3
36,Developing,74.9,116.0,55.0,0.1,95.0,95.0,5432.2523,0.724,14.0
2702,Developing,65.8,211.0,44.2,0.1,96.0,96.0,4439.23,0.0,10.6
2366,Developing,68.3,188.0,46.4,0.1,9.0,94.0,1272.44825,0.492,9.3
1936,Developing,74.3,118.0,49.5,0.1,99.0,99.0,12376.97936,0.742,11.5
1912,Developed,81.5,62.0,6.3,0.1,94.0,94.0,1291.435,0.942,17.5
128,Developed,81.5,65.0,57.6,0.1,93.0,93.0,43665.947,0.892,15.9
240,Developed,81.1,74.0,63.7,0.1,99.0,99.0,4356.875,0.895,16.6
635,Developing,78.6,97.0,5.3,0.1,91.0,91.0,4697.11135,0.723,12.4
1259,Developed,79.0,78.0,55.8,0.1,91.0,91.0,54326.9713,0.896,17.6
1056,Developing,77.0,178.0,38.2,0.1,96.0,96.0,519.958715,0.0,14.3
1686,Developing,76.3,123.0,61.5,0.1,99.0,99.0,982.532572,0.748,12.7
1669,Developing,74.1,147.0,32.3,0.1,98.0,98.0,9637.265,0.765,14.7
1752,Developing,73.3,14.0,54.6,0.1,99.0,98.0,339.91616,0.612,11.2
1674,Developing,72.7,166.0,29.7,0.1,99.0,99.0,83.635,0.728,13.6
2678,Developing,73.5,19.0,49.7,0.1,96.0,96.0,2346.5937,0.662,13.3
739,Developed,81.0,75.0,58.1,0.1,94.0,94.0,61191.19263,0.924,18.7
2684,Developing,74.8,112.0,63.7,0.1,97.0,97.0,1172.3843,0.75,14.3
579,Developing,74.3,143.0,55.7,0.1,91.0,91.0,7884.984429,0.707,13.2
2839,Developing,67.1,186.0,35.9,0.2,99.0,99.0,383.3494997,0.6,11.0
1920,Developed,81.0,73.0,56.5,0.1,91.0,91.0,66775.3944,0.929,17.6
783,Developing,71.4,189.0,45.1,2.4,82.0,74.0,38.46578,0.66,12.3
351,Developing,47.8,647.0,29.9,38.8,97.0,97.0,3349.68823,0.559,11.7
1008,Developed,78.3,92.0,55.6,0.1,93.0,96.0,23687.31689,0.86,16.2
1886,Developing,54.5,277.0,15.7,1.5,51.0,52.0,258.463873,0.286,3.7
327,Developing,76.0,98.0,52.1,0.1,91.0,92.0,575.31664,0.71,13.1
1556,Developing,64.7,23.0,19.5,0.4,74.0,73.0,461.723722,0.508,10.3
749,Developed,77.3,11.0,53.9,0.1,96.0,96.0,4458.7764,0.882,16.3
1030,Developing,85.0,76.0,64.3,0.1,99.0,99.0,25916.29353,0.86,16.7
2623,Developing,56.7,336.0,2.9,4.3,78.0,78.0,499.6468713,0.442,10.6
1691,Developing,76.0,123.0,57.9,0.1,98.0,98.0,933.341687,0.731,12.3
2919,Developing,45.5,69.0,17.3,18.4,84.0,85.0,377.135244,0.433,10.0
880,Developing,78.0,225.0,54.3,0.1,94.0,94.0,4498.95727,0.781,15.0
337,Developing,65.1,268.0,37.3,2.3,95.0,96.0,7497.762376,0.697,12.6
1916,Developed,89.0,67.0,58.5,0.1,94.0,94.0,817.77681,0.936,17.4
2557,Developing,68.1,166.0,37.4,0.2,96.0,97.0,834.5412953,0.608,11.1
2671,Developing,74.7,12.0,55.6,0.1,99.0,99.0,4129.977335,0.706,14.4
756,Developing,62.2,263.0,33.2,1.9,81.0,81.0,1536.15685,0.46,6.3
2212,Developing,79.0,169.0,68.2,0.1,83.0,82.0,197.29417,0.659,12.3
1234,Developing,68.9,182.0,59.1,0.1,58.0,63.0,4974.2693,0.649,10.1
1636,Developed,81.1,57.0,68.8,0.1,99.0,99.0,2393.1888,0.828,14.2
462,Developing,73.0,152.0,22.1,0.8,9.0,91.0,1268.884564,0.562,11.0
1449,Developed,71.9,199.0,58.1,0.1,94.0,94.0,16348.53121,0.819,16.3
452,Developing,72.6,122.0,28.2,0.3,9.0,9.0,367.429453,0.632,13.1
126,Developed,79.9,75.0,59.0,0.1,92.0,91.0,19517.84168,0.899,20.5
1093,Developing,57.6,285.0,24.3,5.3,87.0,87.0,67.7518833,0.416,9.1
1955,Developing,63.2,187.0,17.4,0.1,68.0,71.0,499.8633,0.457,5.5
2857,Developing,69.0,18.0,41.1,0.1,71.0,67.0,1469.849149,0.0,9.6
2372,Developing,67.1,29.0,41.3,0.1,9.0,89.0,818.442619,0.459,8.1
2374,Developing,66.5,22.0,39.6,0.1,78.0,78.0,784.9562874,0.446,7.3
91,Developing,74.7,13.0,56.3,0.1,98.0,91.0,4251.574348,0.775,16.3
289,Developing,69.4,216.0,23.6,0.5,99.0,98.0,2522.7968,0.596,12.5
486,Developing,54.8,373.0,25.4,6.3,8.0,79.0,123.19538,0.473,9.2
2314,Developed,82.9,56.0,32.9,0.1,96.0,96.0,56336.7234,0.922,15.4
2454,Developing,73.7,149.0,15.1,0.1,98.0,98.0,873.1472436,0.699,12.6
405,Developing,57.5,279.0,16.6,1.0,91.0,9.0,575.4464527,0.365,6.3
1504,Developing,51.5,333.0,2.4,3.1,42.0,54.0,174.1815473,0.386,10.5
2302,Developing,48.1,424.0,21.7,1.6,86.0,84.0,45.128418,0.384,8.7
2371,Developing,67.4,24.0,42.1,0.1,89.0,9.0,88.874858,0.465,8.3
106,Developing,73.0,137.0,48.8,0.1,9.0,92.0,1643.758397,0.679,10.9
582,Developing,73.6,15.0,53.5,0.1,92.0,92.0,5148.422113,0.691,12.4
891,Developing,57.2,328.0,14.2,3.3,46.0,59.0,193.794956,0.346,6.6
1572,Developing,56.7,394.0,18.8,6.3,89.0,89.0,332.922339,0.459,10.7
791,Developing,75.0,134.0,5.7,0.1,91.0,88.0,4657.32361,0.703,13.1
2446,Developing,74.5,138.0,19.8,0.1,99.0,99.0,2819.511161,0.739,13.5
1137,Developing,58.6,35.0,34.0,5.1,41.0,5.0,462.486524,0.439,7.8
1274,Developing,84.0,68.0,61.6,0.1,95.0,95.0,258.637,0.872,15.7
2044,Developed,76.3,13.0,58.4,0.1,99.0,96.0,12599.52486,0.822,15.1
1644,Developed,79.0,67.0,65.0,0.1,92.0,94.0,15835.34667,0.805,14.8
1315,Developed,83.5,57.0,28.6,0.1,96.0,99.0,3896.21151,0.899,15.3
1395,Developing,74.6,82.0,7.8,0.1,95.0,94.0,42996.4812,0.787,13.0
2548,Developing,73.2,131.0,46.8,0.1,81.0,84.0,148.852738,0.61,10.6
1194,Developing,65.2,26.0,14.4,0.3,64.0,67.0,118.166373,0.546,9.9
2350,Developed,79.5,87.0,57.0,0.1,96.0,96.0,23437.4722,0.872,16.9
2004,Developing,71.5,168.0,4.6,0.1,87.0,87.0,1148.229882,0.632,12.2
2064,Developed,78.5,96.0,54.9,0.1,97.0,97.0,19821.44463,0.793,15.4
1340,Developing,72.4,127.0,57.8,0.1,95.0,95.0,223.83787,0.73,13.8
831,Developing,73.0,24.0,47.0,0.4,81.0,81.0,248.4125,0.621,11.8
2373,Developing,66.8,215.0,4.4,0.1,84.0,84.0,744.7657423,0.453,8.0
2519,Developed,79.8,73.0,53.4,0.1,99.0,99.0,26969.24457,0.877,15.9
1084,Developing,54.7,327.0,18.5,2.7,59.0,59.0,33.424498,0.346,6.6
2725,Developing,51.3,485.0,14.2,8.9,62.0,58.0,288.236949,0.427,11.6
1065,Developing,79.0,19.0,45.9,0.4,95.0,96.0,2794.22189,0.589,10.4
565,Developing,75.0,92.0,28.1,0.1,99.0,99.0,456.512487,0.691,12.5
